Country,Product Group,"Average Tariff Rate, Final Bound","Duty Free %, Final Bound","Maximum Tariff Rate, Final Bound","Average Tariff Rate, MFN","Duty Free %, MFN","Maximum Tariff Rate, MFN",Import Share %,Duty-Free Import Share %
"Moldova, Republic of                    ",Dairy products,12.7,8.0,31,12.6,8.8,31,1.2,0.0
"Moldova, Republic of                    ",Fruits and vegetables,14.5,0,20,13.5,2.5,20,2.1,1.0
"Moldova, Republic of                    ","Coffee, tea, cocoa and spices",9.4,0,15,8.6,0,15,0.8,0
"Moldova, Republic of                    ",Cereals and food preparations,13.2,0,20,10.7,14.2,15,2.8,11.8
"Moldova, Republic of                    ","Oilseeds, fats and oils",11.7,2.9,20,11,9.7,20,2.3,5.0
"Moldova, Republic of                    ",Sugars and confectionery,57.4,0,75,15,0,15,0.3,0
"Moldova, Republic of                    ",Beverages and tobacco,14.6,0,52,13.8,0,52,1.5,0
"Moldova, Republic of                    ","Cotton, silk and wool",1.6,64.0,5,1.6,64.0,5,0.0,89.8
"Moldova, Republic of                    ",Other agricultural products,11.1,1.7,20,9.2,10.3,20,1.2,17.1
"Moldova, Republic of                    ",Fish and fish products,4,59.9,15,3.6,62.7,15,0.9,71.9
"Moldova, Republic of                    ",Minerals and metals,3.3,61.1,20,2.8,65.8,20,17.0,84.3
"Moldova, Republic of                    ",Petroleum,0,100.0,0,0,100.0,0,16.3,100.0
"Moldova, Republic of                    ",Chemicals,4.5,25.4,10,3.8,29.7,7,13.3,48.7
"Moldova, Republic of                    ","Wood, paper, furniture",5.4,37.5,15,4.3,44.6,15,4.1,52.3
"Moldova, Republic of                    ",Textiles,7.9,1.5,20,5.2,29.3,20,3.8,29.4
"Moldova, Republic of                    ",Clothing,12,0,12,11.9,0,12,2.1,0
"Moldova, Republic of                    ","Rubber, leather and footwear",8.4,5.6,15,7.8,6.5,15,2.3,8.8
"Moldova, Republic of                    ","Mechanical, office and computing machinery",8,15.5,15,2,71.0,10,6.4,64.0
"Moldova, Republic of                    ",Electrical machinery and electronic equipment,6,31.7,15,5.6,24.5,10,9.1,29.5
"Moldova, Republic of                    ",Transport equipment,4.4,21.1,10,2.4,56.6,10,6.9,55.8
"Moldova, Republic of                    ",Other Manufactures,5.6,32.6,15,5.8,29.1,15,4.6,72.3
Montenegro                              ,Live animals and meat,13.2,20.0,50,11.9,20.5,35,5.2,0.7
Montenegro                              ,Dairy products,29.6,5.3,50,21.3,6.4,40,2.1,0.3
Montenegro                              ,Fruits and vegetables,13.9,9.4,50,12.7,9.1,50,2.5,3.3
Montenegro                              ,"Coffee, tea, cocoa and spices",7.1,3.7,20,6,7.4,20,1.3,0.2
Montenegro                              ,Cereals and food preparations,10.2,5.0,30,5.3,19.3,30,4.5,9.3
Montenegro                              ,"Oilseeds, fats and oils",5.6,37.2,45,4.1,64.8,45,1.0,89.5
Montenegro                              ,Sugars and confectionery,6.1,0,10,2.7,41.2,10,0.4,57.1
Montenegro                              ,Beverages and tobacco,22.5,5.9,50,18.9,3.8,36,3.5,0.1
Montenegro                              ,"Cotton, silk and wool",0,100.0,0,0,100.0,0,0.0,100.0
Montenegro                              ,Other agricultural products,4.8,50.3,40,3.3,59.9,35,1.4,10.6
Montenegro                              ,Fish and fish products,10.8,3.9,20,7.9,4.8,20,0.7,0.0
Montenegro                              ,Minerals and metals,2.5,57.1,20,2.4,57.0,20,14.6,59.2
Montenegro                              ,Petroleum,2.5,16.7,5,1.6,32.9,5,10.7,96.4
Montenegro                              ,Chemicals,5.1,15.1,7,1.7,17.4,7,11.2,48.1
Montenegro                              ,"Wood, paper, furniture",0.4,93.3,15,0.3,93.7,10,5.0,94.8
Montenegro                              ,Textiles,6.7,1.4,13,3.5,2.4,13,1.2,0.2
Montenegro                              ,Clothing,11.4,0,12,10,0,10,2.8,0
Montenegro                              ,"Rubber, leather and footwear",5.6,25.0,20,4.7,22.4,15,2.2,1.8
Montenegro                              ,"Mechanical, office and computing machinery",1.6,43.3,15,1.7,39.7,15,5.9,64.2
Montenegro                              ,Electrical machinery and electronic equipment,1.7,49.7,15,1.4,47.1,10,6.9,50.0
Montenegro                              ,Transport equipment,2.6,26.4,17,1.3,55.1,8,7.4,28.2
Montenegro                              ,Other Manufactures,3.9,35.0,15,4.2,31.6,15,9.6,79.7
Madagascar                              ,Live animals and meat,30,0,30,18.4,8.2,20,0.0,55.8
Madagascar                              ,Dairy products,30,0,30,17.2,0,20,0.4,0
Madagascar                              ,Fruits and vegetables,30,0,30,19.4,0.7,20,0.3,4.6
Madagascar                              ,"Coffee, tea, cocoa and spices",30,0,30,19,0,20,0.2,0
Madagascar                              ,Cereals and food preparations,30,0,30,11.7,18.4,20,10.3,73.4
Madagascar                              ,"Oilseeds, fats and oils",30,0,30,11.8,5.5,20,4.9,0.4
Madagascar                              ,Sugars and confectionery,30,0,30,12.4,0,20,1.1,0
Madagascar                              ,Beverages and tobacco,30,0,30,19.4,0,20,0.5,0
Madagascar                              ,"Cotton, silk and wool",30,0,30,5.8,0,10,0.0,0
Madagascar                              ,Other agricultural products,30,0,30,8.6,13.6,20,1.4,67.6
Madagascar                              ,Fish and fish products,30,0,30,19.7,0.7,20,0.5,1.4
Madagascar                              ,Minerals and metals,14.7,0,25,11.5,1.0,20,15.4,2.1
Madagascar                              ,Petroleum,5,0,5,6.4,27.8,20,17.9,96.7
Madagascar                              ,Chemicals,30,0,30,7.2,10.0,20,11.6,39.2
Madagascar                              ,"Wood, paper, furniture",2.5,50.0,5,13.1,2.4,20,2.6,4.3
Madagascar                              ,Textiles,16,0,30,15.8,0.7,20,12.9,5.2
Madagascar                              ,Clothing,-,-,-,20,0,20,0.6,0
Madagascar                              ,"Rubber, leather and footwear",15,0,15,13.8,1.5,20,1.4,3.3
Madagascar                              ,"Mechanical, office and computing machinery",18.5,0,30,6.3,8.2,20,6.6,10.9
Madagascar                              ,Electrical machinery and electronic equipment,19.9,0,25,11.4,4.0,20,4.8,24.0
Madagascar                              ,Transport equipment,24.2,0,30,9.6,14.9,20,4.5,16.6
Madagascar                              ,Other Manufactures,20,0,25,12.2,10.5,20,2.2,23.6
North Macedonia                         ,Live animals and meat,11.9,21.1,35,11.8,20.8,35,1.6,1.8
North Macedonia                         ,Dairy products,17.5,4.0,43,17,4.2,43,0.7,1.2
North Macedonia                         ,Fruits and vegetables,22.8,12.0,65,22.6,12.2,65,1.0,4.3
North Macedonia                         ,"Coffee, tea, cocoa and spices",8.1,57.4,45,8,59.3,45,0.8,11.0
North Macedonia                         ,Cereals and food preparations,15.8,10.4,58,15.7,16.3,60,2.0,7.6
North Macedonia                         ,"Oilseeds, fats and oils",2.7,69.9,29,2.9,69.2,29,0.9,62.3
North Macedonia                         ,Sugars and confectionery,7,11.8,30,5.3,29.4,30,0.5,3.7
North Macedonia                         ,Beverages and tobacco,27.5,21.6,60,28.2,24.5,60,1.0,20.4
North Macedonia                         ,"Cotton, silk and wool",0,100.0,0,0,100.0,0,0.0,100.0
North Macedonia                         ,Other agricultural products,4.3,56.5,45,4,65.2,45,0.7,47.4
North Macedonia                         ,Fish and fish products,1.8,89.9,29,1.7,90.4,29,0.3,95.5
North Macedonia                         ,Minerals and metals,5.6,48.0,23,5.3,49.1,23,30.5,73.8
North Macedonia                         ,Petroleum,13.8,5.6,20,14.3,9.0,20,8.9,69.1
North Macedonia                         ,Chemicals,3.3,38.9,25,3,44.9,25,14.7,32.7
North Macedonia                         ,"Wood, paper, furniture",3.2,74.4,18,3.2,74.0,18,3.2,57.5
North Macedonia                         ,Textiles,8.8,12.0,20,7.6,28.2,20,4.2,12.4
North Macedonia                         ,Clothing,17.5,0,18,17.5,0,18,1.1,0
North Macedonia                         ,"Rubber, leather and footwear",10.6,23.2,25,10.2,20.0,25,1.6,10.9
North Macedonia                         ,"Mechanical, office and computing machinery",4.7,49.9,15,2.7,66.3,15,4.9,58.3
North Macedonia                         ,Electrical machinery and electronic equipment,7.5,38.9,25,6.7,34.9,25,11.3,41.7
North Macedonia                         ,Transport equipment,6.8,26.8,20,6.7,24.2,20,3.3,12.7
North Macedonia                         ,Other Manufactures,6.7,34.8,25,6.8,33.4,25,6.8,91.3
Mali                                    ,Live animals and meat,60,0,60,24.6,0,35,,
Mali                                    ,Dairy products,40.9,0,60,16.1,0,35,,
Mali                                    ,Fruits and vegetables,60,0,60,19.8,0,35,,
Mali                                    ,"Coffee, tea, cocoa and spices",60,0,60,19.2,0,35,,
Mali                                    ,Cereals and food preparations,59,0,60,12.1,0,35,,
Mali                                    ,"Oilseeds, fats and oils",57.5,0,60,12.3,0,35,,
Mali                                    ,Sugars and confectionery,60,0,60,12.6,0,35,,
Mali                                    ,Beverages and tobacco,60.1,0,75,17.5,0,35,,
Mali                                    ,"Cotton, silk and wool",60,0,60,5,0,5,,
Mali                                    ,Other agricultural products,60,0,60,8.6,0,35,,
Mali                                    ,Fish and fish products,8.6,41.4,60,16,0,20,,
Mali                                    ,Minerals and metals,31.9,6.0,60,11.9,0.2,20,,
Mali                                    ,Petroleum,7.8,0,10,7.7,19.0,10,,
Mali                                    ,Chemicals,28.4,0,60,7,6.5,35,,
Mali                                    ,"Wood, paper, furniture",5,0,5,12,3.8,20,,
Mali                                    ,Textiles,18.4,0,20,16.2,0.2,35,,
Mali                                    ,Clothing,15,0,15,20,0,20,,
Mali                                    ,"Rubber, leather and footwear",16.4,0,25,12.3,1.3,20,,
Mali                                    ,"Mechanical, office and computing machinery",5.8,4.7,60,6.2,0,20,,
Mali                                    ,Electrical machinery and electronic equipment,6.8,0,15,12,0.6,20,,
Mali                                    ,Transport equipment,13.2,0.8,25,8.4,1.8,20,,
Mali                                    ,Other Manufactures,50.2,0,60,14.3,2.1,20,,
Myanmar                                 ,Live animals and meat,112.6,0,165,27.6,28.7,40,0.1,42.6
Myanmar                                 ,Dairy products,46.7,0,165,9.7,0,20,0.3,0
Myanmar                                 ,Fruits and vegetables,151.2,3.4,165,22.9,3.2,30,0.2,0
Myanmar                                 ,"Coffee, tea, cocoa and spices",91.7,0,220,9.7,0,20,0.4,0
Myanmar                                 ,Cereals and food preparations,81.8,0,550,8.8,16.8,40,4.3,5.8
Myanmar                                 ,"Oilseeds, fats and oils",22.8,0,165,9.9,1.4,40,4.2,0
Myanmar                                 ,Sugars and confectionery,63.1,0,220,6.7,0,30,0.3,0
Myanmar                                 ,Beverages and tobacco,292.5,0,550,31.6,0,60,0.6,0
Myanmar                                 ,"Cotton, silk and wool",17.7,0,45,4.2,0,20,0.0,0
Myanmar                                 ,Other agricultural products,56.1,0,165,6,7.9,30,2.2,0.1
Myanmar                                 ,Fish and fish products,71.5,0,165,12.4,6.6,40,0.1,2.9
Myanmar                                 ,Minerals and metals,23.8,11.7,50,5.2,8.0,30,10.7,1.4
Myanmar                                 ,Petroleum,25,0,25,1.3,16.7,2,28.9,0
Myanmar                                 ,Chemicals,30.1,2.0,55,2.5,6.2,30,15.1,36.2
Myanmar                                 ,"Wood, paper, furniture",-,-,-,8.2,8.1,20,2.0,0.7
Myanmar                                 ,Textiles,25,0,25,9.7,0.1,20,12.8,0.0
Myanmar                                 ,Clothing,-,-,-,18.2,0,20,0.3,0
Myanmar                                 ,"Rubber, leather and footwear",-,-,-,5.8,1.6,20,1.3,0.4
Myanmar                                 ,"Mechanical, office and computing machinery",7.5,47.7,25,3,10.6,15,4.9,7.4
Myanmar                                 ,Electrical machinery and electronic equipment,16.7,33.3,25,6.8,2.9,30,4.6,0.2
Myanmar                                 ,Transport equipment,0,100.0,0,5.2,9.0,40,4.3,5.7
Myanmar                                 ,Other Manufactures,29.6,0,30,6.6,0.0,30,2.4,5.9
Mongolia                                ,Live animals and meat,15.2,6.0,20,7.2,5.5,20,0.9,1.9
Mongolia                                ,Dairy products,16.7,0,20,11.6,0,20,0.7,0
Mongolia                                ,Fruits and vegetables,18.4,0,20,5.4,1.6,20,1.5,0.7
Mongolia                                ,"Coffee, tea, cocoa and spices",19.9,0,20,5,0,5,1.3,0
Mongolia                                ,Cereals and food preparations,19,0,20,4.6,12.2,15,3.6,0.1
Mongolia                                ,"Oilseeds, fats and oils",19.6,0,20,4.8,3.4,5,0.7,0.0
Mongolia                                ,Sugars and confectionery,19.7,0,20,5,0,5,0.9,0
Mongolia                                ,Beverages and tobacco,23.6,0,75,15.3,0,40,2.6,0
Mongolia                                ,"Cotton, silk and wool",19.8,0,20,5,0,5,0.0,0
Mongolia                                ,Other agricultural products,19.5,0,20,5.2,4.4,15,0.5,1.7
Mongolia                                ,Fish and fish products,20,0,20,5,0,5,0.1,0
Mongolia                                ,Minerals and metals,20,0,20,5.1,0,20,12.7,0
Mongolia                                ,Petroleum,20,0,20,3.2,23.5,5,19.8,2.1
Mongolia                                ,Chemicals,5.8,6.2,20,5,0,20,9.4,0
Mongolia                                ,"Wood, paper, furniture",19.4,0,30,5.4,0,20,2.8,0
Mongolia                                ,Textiles,19.7,0,30,5.1,0,20,0.9,0
Mongolia                                ,Clothing,26,0,30,5.1,0,20,0.7,0
Mongolia                                ,"Rubber, leather and footwear",20.1,0,30,5.1,0,20,2.0,0
Mongolia                                ,"Mechanical, office and computing machinery",19.5,2.4,20,4.9,1.7,5,8.4,11.7
Mongolia                                ,Electrical machinery and electronic equipment,19.1,4.6,20,4.7,5.2,5,6.3,1.1
Mongolia                                ,Transport equipment,20,0,20,5,0,5,19.5,0
Mongolia                                ,Other Manufactures,20.2,0,30,4.7,5.3,5,4.6,14.5
"Macao, China                            ",Live animals and meat,0,100.0,0,0,100.0,0,1.6,100.0
"Macao, China                            ",Dairy products,0,100.0,0,0,100.0,0,0.3,100.0
"Macao, China                            ",Fruits and vegetables,0,100.0,0,0,100.0,0,1.1,100.0
"Macao, China                            ","Coffee, tea, cocoa and spices",0,100.0,0,0,100.0,0,0.3,100.0
"Macao, China                            ",Cereals and food preparations,0,100.0,0,0,100.0,0,2.2,100.0
"Macao, China                            ","Oilseeds, fats and oils",0,100.0,0,0,100.0,0,0.2,100.0
"Macao, China                            ",Sugars and confectionery,0,100.0,0,0,100.0,0,0.2,100.0
"Macao, China                            ",Beverages and tobacco,0,100.0,0,0,100.0,0,6.2,100.0
"Macao, China                            ","Cotton, silk and wool",0,100.0,0,0,100.0,0,0,0
"Macao, China                            ",Other agricultural products,0,100.0,0,0,100.0,0,1.5,100.0
"Macao, China                            ",Fish and fish products,0,100.0,0,0,100.0,0,2.2,100.0
